Passenger ID,Passenger Fare,Ticket Class,Ticket Number,Cabin,Embarkation Country,Name,Age,Gender,NumSiblingSpouse,NumParentChild,Survived
738,$31,2,226875,0,S,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",36.0,female,1,0,Yes
739,$13.05,3,A.5. 11206,0,S,"Meo, Mr. Alfonzo",55.5,male,0,0,No
741,$18.8625,2,SC/PARIS 2146,0,C,"Padro y Manent, Mr. Julian",0.0,male,0,0,Yes
742,$31.55,1,111426,0,C,"Homer, Mr. Harry (""Mr E Haven"")",35.0,male,0,0,Yes
743,$15.5,2,SO/C 14885,0,S,"Ilett, Miss. Bertha",17.0,female,0,0,Yes
745,$18,2,237668,0,S,"Davis, Miss. Mary",28.0,female,0,0,Yes
746,$12.125,3,STON/O 2. 3101274,0,S,"Kallio, Mr. Nikolai Erland",17.0,male,0,0,No
747,$12.7333,3,334912,0,Q,"O'Connell, Mr. Patrick D",0.0,male,0,0,No
748,$12.75,3,347081,0,S,"Nysten, Miss. Anna Sofia",22.0,female,0,0,Yes
749,$13.6625,3,315086,0,S,"Calic, Mr. Petar",17.0,male,0,0,No
750,$74.55,3,CA. 2343,0,S,"Sage, Mr. Douglas Bullen",0.0,male,8,2,No
751,$12.8958,3,349223,0,S,"Radeff, Mr. Alexander",0.0,male,0,0,No
752,$18,2,250653,0,S,"Hale, Mr. Reginald",30.0,male,0,0,No
753,$13.1583,3,S.P. 3464,0,S,"Crease, Mr. Ernest James",19.0,male,0,0,No
754,$44.6875,3,3101295,0,S,"Panula, Master. Urho Abraham",2.0,male,4,1,No
755,$46.5792,2,SC/Paris 2123,0,C,"Laroche, Miss. Simonne Marie Anne Andree",3.0,female,1,2,Yes
756,$12.925,3,STON/O2. 3101271,0,S,"Ilmakangas, Miss. Pieta Sofia",25.0,female,1,0,No
761,$12.75,3,364846,0,Q,"Canavan, Miss. Mary",21.0,female,0,0,No
762,$18,2,244270,0,S,"Wilhelms, Mr. Charles",31.0,male,0,0,Yes
763,$34.125,3,382652,0,Q,"Rice, Master. Eugene",2.0,male,4,1,No
766,$18,2,234604,0,S,"Pinsky, Mrs. (Rosa)",32.0,female,0,0,Yes
767,$11.4375,3,2683,0,C,"Lemberopolous, Mr. Peter L",34.5,male,0,0,No
768,$26,2,28664,0,S,"Gale, Mr. Shadrach",34.0,male,1,0,No
769,$18,2,C.A. 29178,0,S,"Sobey, Mr. Samuel James Hayden",25.0,male,0,0,No
771,$14.225,3,6563,0,S,"Olsvigen, Mr. Thor Anderson",20.0,male,0,0,No
772,$31.55,1,113807,0,S,"Wright, Mr. George",62.0,male,0,0,No
773,$12.225,3,2624,0,C,"Lahoud, Mr. Sarkis",0.0,male,0,0,No
774,$78.5,2,S.O.C. 14879,0,S,"Hood, Mr. Ambrose Jr",21.0,male,0,0,No
775,$13.1375,3,330935,0,Q,"Peters, Miss. Katie",0.0,female,0,0,No
776,$18,2,27849,0,S,"Buss, Miss. Kate",36.0,female,0,0,Yes
777,$13.05,3,392092,0,S,"Sirota, Mr. Maurice",0.0,male,0,0,No
778,$232.525,1,PC 17757,0,C,"Bidois, Miss. Rosalie",42.0,female,0,0,Yes
780,$28,2,231919,0,S,"Doling, Mrs. John T (Ada Julia Bone)",34.0,female,0,1,Yes
781,$29.15,3,A/4 48871,0,S,"Lester, Mr. James",39.0,male,0,0,No
782,$74.55,3,CA. 2343,0,S,"Sage, Mr. George John Jr",0.0,male,8,2,No
784,$12.25,3,362316,0,S,"Reed, Mr. James George",0.0,male,0,0,No
785,$12.2292,3,2697,0,C,"Novel, Mr. Mansouer",28.5,male,0,0,No
786,$12.8958,3,349248,0,S,"Balkic, Mr. Cerin",26.0,male,0,0,No
787,$9.0125,3,2648,0,C,"Betros, Mr. Tannous",20.0,male,0,0,No
788,$12.75,3,370375,0,Q,"Healy, Miss. Hanora ""Nora""",0.0,female,0,0,Yes
789,$12.8958,3,349216,0,S,"Todoroff, Mr. Lalio",0.0,male,0,0,No
790,$29.15,3,371110,0,Q,"Moran, Mr. Daniel J",0.0,male,1,0,No
792,$31,2,250651,0,S,"Lahtinen, Mrs. William (Anna Sylfven)",26.0,female,1,1,No
795,$36.3875,3,347077,0,S,"Asplund, Master. Clarence Gustaf Hugo",9.0,male,4,2,No
797,$12.75,3,382651,0,Q,"Daly, Mr. Eugene Patrick",29.0,male,0,0,Yes
798,$44,2,29750,0,S,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",40.0,female,1,1,Yes
